ensgid	H_Cre_Ctrl_1	H_Cre_Ctrl_2	H_Cre_Ctrl_3	H_Cre_Ctrl_4	H_K2K4_DKO_1	H_K2K4_DKO_2	H_K2K4_DKO_3	H_K2K4_DKO_4
ENSMUSG00000097286.2	2	0	4	2	4	0	8	0
ENSMUSG00000115245.1	0	0	0	0	0	1	2	1
ENSMUSG00000114990.1	0	0	0	0	0	0	0	0
ENSMUSG00000037343.8	1355	1300	1339	1308	1822	1656	6647	1979
ENSMUSG00000022422.13	18	7	17	34	114	79	176	133
ENSMUSG00000115657.1	0	0	0	0	0	0	0	0
ENSMUSG00000053749.12	32	20	27	22	25	22	77	19
ENSMUSG00000022419.16	786	825	851	914	700	510	1507	614
ENSMUSG00000095792.1	1	0	0	1	1	0	2	0
ENSMUSG00000022371.16	278	284	276	296	355	251	1211	335
ENSMUSG00000101568.1	0	0	0	0	1	0	1	1
ENSMUSG00000115759.1	0	0	0	0	1	0	2	0
ENSMUSG00000115414.1	0	0	2	0	0	1	3	1
ENSMUSG00000022370.13	447	468	444	480	711	656	2558	889
ENSMUSG00000022369.13	302	297	349	392	539	542	1814	719
ENSMUSG00000060429.12	839	706	853	822	814	678	1823	776
ENSMUSG00000115200.1	0	0	3	1	0	0	1	0
ENSMUSG00000115150.1	0	0	0	0	0	0	0	0
ENSMUSG00000115651.1	0	0	1	0	0	0	0	1
ENSMUSG00000115187.1	0	0	0	0	0	0	0	1
ENSMUSG00000115361.1	0	0	0	0	0	0	0	0
ENSMUSG00000115678.1	0	0	0	3	0	0	0	0
ENSMUSG00000114969.1	0	0	0	0	0	0	0	0
ENSMUSG00000115064.1	0	0	0	0	0	0	0	0
ENSMUSG00000022367.7	2	6	2	10	21	13	87	22
ENSMUSG00000086541.8	1	3	1	1	1	0	2	0
ENSMUSG00000115493.1	0	0	0	0	0	0	0	1
ENSMUSG00000115172.1	0	0	0	0	0	0	0	0
ENSMUSG00000094730.1	0	0	0	0	0	0	0	0
ENSMUSG00000022366.12	3	1	0	0	0	2	2	0
ENSMUSG00000115226.1	1	0	0	1	0	0	1	0
ENSMUSG00000115117.1	0	0	0	0	0	0	0	0
ENSMUSG00000115629.1	0	0	0	0	0	0	0	0
ENSMUSG00000071757.10	625	681	616	538	604	486	1845	611
ENSMUSG00000090002.1	9	16	16	25	16	14	60	11
ENSMUSG00000047807.10	43	37	55	76	39	34	117	41
ENSMUSG00000022365.6	1573	1503	1500	1256	1858	1711	6886	1902
ENSMUSG00000022364.14	166	169	182	248	396	264	760	434
ENSMUSG00000051225.9	4	0	3	2	0	2	7	1
ENSMUSG00000101892.1	127	119	120	109	200	130	553	155
ENSMUSG00000022362.13	2	2	2	3	1	9	11	3
ENSMUSG00000064597.1	1	2	3	1	0	0	1	1
ENSMUSG00000022361.14	1934	1938	1787	1973	2229	1904	7472	2261
ENSMUSG00000022360.8	1277	1157	1483	1903	4411	3475	9520	5061
ENSMUSG00000022359.10	125	127	105	128	160	120	519	140
ENSMUSG00000089504.1	0	0	1	0	1	0	3	4
ENSMUSG00000080461.1	2	0	2	5	2	1	9	1
ENSMUSG00000022358.7	980	1073	1072	1085	612	532	2076	592
ENSMUSG00000086801.1	15	24	19	41	5	5	17	5
ENSMUSG00000022357.2	30	31	41	51	10	5	12	7
ENSMUSG00000055114.9	2	0	4	2	2	0	5	0
ENSMUSG00000115576.1	0	0	0	0	0	0	0	2
ENSMUSG00000037119.4	1312	1292	1438	1408	2616	2529	10090	2780
ENSMUSG00000037106.8	4	11	5	18	15	23	177	50
ENSMUSG00000084485.1	1	0	0	0	0	0	1	0
ENSMUSG00000093677.1	84	64	100	106	101	97	385	104
ENSMUSG00000062373.8	2702	2438	2511	2784	4107	3907	17084	4549
ENSMUSG00000065049.1	24	19	26	24	10	12	76	18
ENSMUSG00000061490.6	0	0	1	0	0	0	0	0
ENSMUSG00000037085.8	161	154	108	128	151	96	365	147
ENSMUSG00000037075.7	1099	1126	1035	1069	1446	1248	5243	1508
ENSMUSG00000115463.1	0	0	0	0	0	0	0	0
ENSMUSG00000050891.10	232	193	201	219	272	225	970	299
ENSMUSG00000022354.4	923	929	840	762	954	901	3841	1021
ENSMUSG00000022353.10	3703	3912	4403	3952	3751	2782	8259	3922
ENSMUSG00000115062.1	63	63	101	121	84	59	157	61
ENSMUSG00000025922.9	0	2	0	0	0	0	2	0
ENSMUSG00000115604.1	0	0	0	0	0	0	0	0
ENSMUSG00000115118.1	6	7	5	10	4	3	15	6
ENSMUSG00000098528.1	10	8	8	16	3	6	15	13
ENSMUSG00000022351.14	202	148	229	201	648	697	2336	852
ENSMUSG00000022350.7	1487	1520	1358	1396	2067	1774	6732	2170
ENSMUSG00000059586.10	249	227	248	296	401	326	1365	357
ENSMUSG00000115896.1	2	1	1	3	0	0	3	0
ENSMUSG00000032501.9	1052	1316	1703	1317	3888	5029	22927	4315
ENSMUSG00000115010.1	0	0	1	0	0	2	6	0
ENSMUSG00000115426.1	1	0	0	1	0	1	1	2
ENSMUSG00000115734.1	0	0	0	0	0	0	0	0
ENSMUSG00000093849.1	0	0	0	0	0	0	0	0
ENSMUSG00000071750.3	1	0	0	0	0	0	1	0
ENSMUSG00000071749.3	0	0	0	0	0	0	1	1
ENSMUSG00000077511.1	0	0	0	0	0	0	0	0
ENSMUSG00000115681.1	8	5	3	8	7	2	31	2
ENSMUSG00000115838.1	0	0	0	0	0	0	0	0
ENSMUSG00000115251.1	0	0	0	0	0	0	0	0
ENSMUSG00000115159.1	0	0	0	0	0	0	0	0
ENSMUSG00000115503.1	3	8	11	8	7	3	44	5
ENSMUSG00000115504.1	0	0	0	0	0	0	1	0
ENSMUSG00000077627.1	0	0	0	0	0	0	0	0
ENSMUSG00000112930.2	0	0	0	0	0	0	0	0
ENSMUSG00000114984.1	0	0	0	0	0	0	0	0
ENSMUSG00000072568.4	2044	1813	2153	2004	1775	983	2740	1289
ENSMUSG00000097493.3	311	295	307	279	178	124	437	166
ENSMUSG00000022347.8	22	17	23	41	10	0	21	3
ENSMUSG00000115231.1	15	11	24	18	11	6	12	5
ENSMUSG00000115809.1	3	3	1	1	1	1	2	0
ENSMUSG00000116498.1	1	1	0	1	11	19	96	20
ENSMUSG00000116000.1	0	0	0	0	1	4	7	3
ENSMUSG00000116299.1	0	0	0	0	1	2	8	1
ENSMUSG00000065812.1	0	0	0	0	0	0	0	0
ENSMUSG00000116109.1	0	0	0	0	1	0	0	0
ENSMUSG00000116031.1	0	0	0	0	0	0	0	0
ENSMUSG00000116017.1	0	0	0	0	0	0	0	0
ENSMUSG00000103610.1	0	0	1	0	0	0	1	0
ENSMUSG00000022346.16	162	180	297	189	730	1163	5884	941
ENSMUSG00000097039.8	55	74	63	98	149	157	701	186
ENSMUSG00000098998.1	0	0	0	0	0	0	0	0
ENSMUSG00000098308.1	4	0	1	2	1	5	7	1
ENSMUSG00000099295.1	0	0	0	0	0	0	0	0
ENSMUSG00000098595.1	0	0	0	0	0	0	2	0
ENSMUSG00000101167.1	5	5	3	4	4	7	17	3
ENSMUSG00000115862.1	0	0	0	0	0	0	1	0
ENSMUSG00000093058.1	0	0	0	0	0	0	0	0
ENSMUSG00000088897.1	0	0	0	0	0	0	0	0
ENSMUSG00000106988.1	3	7	2	5	3	5	28	7
ENSMUSG00000115164.2	0	1	0	1	1	0	0	0
ENSMUSG00000115011.1	0	0	0	0	0	0	0	0
ENSMUSG00000115520.2	0	0	0	0	0	2	1	0
ENSMUSG00000115369.1	0	0	0	0	0	0	0	0
ENSMUSG00000095939.1	0	0	0	0	0	0	0	0
ENSMUSG00000115377.1	0	0	0	0	1	0	0	0
ENSMUSG00000095812.1	2	0	1	0	0	0	7	2
ENSMUSG00000115676.1	0	1	0	0	0	0	0	0
ENSMUSG00000115711.1	0	0	0	0	0	0	0	0
ENSMUSG00000115464.1	0	1	0	0	1	1	0	0
ENSMUSG00000115682.1	0	0	0	0	0	0	0	0
ENSMUSG00000079025.9	0	0	0	0	0	0	0	0
ENSMUSG00000099435.6	0	0	0	0	0	0	0	0
ENSMUSG00000056293.12	0	0	0	0	0	0	0	1
ENSMUSG00000062543.8	0	0	0	0	0	0	0	0
ENSMUSG00000055827.13	0	0	0	0	0	0	1	0
ENSMUSG00000093867.7	0	0	0	2	1	1	4	2
ENSMUSG00000055748.12	1	3	0	0	4	1	11	3
ENSMUSG00000100127.6	14	9	14	10	14	14	55	9
ENSMUSG00000022378.14	637	629	657	772	1295	1185	5274	1474
ENSMUSG00000065936.1	2	1	0	0	2	0	2	1
ENSMUSG00000022377.16	2083	2302	2049	1841	2254	2210	9665	2271
ENSMUSG00000093695.2	22	31	26	23	20	18	89	13
ENSMUSG00000115752.1	6	19	12	15	12	23	41	10
ENSMUSG00000115646.1	15	11	31	27	14	6	71	12
ENSMUSG00000115169.1	2	0	0	0	0	0	0	0
ENSMUSG00000115328.1	0	0	0	0	0	0	0	0
ENSMUSG00000022376.8	1	1	2	7	2	1	0	1
ENSMUSG00000094296.1	0	0	0	0	2	0	0	0
ENSMUSG00000079024.2	0	0	0	0	0	0	0	0
ENSMUSG00000072541.2	0	0	0	0	0	1	0	0
ENSMUSG00000115677.1	0	0	0	0	1	0	0	0
ENSMUSG00000115672.1	0	0	0	0	0	0	0	0
ENSMUSG00000115066.1	0	0	0	0	0	0	0	0
ENSMUSG00000115402.1	0	0	0	0	0	0	0	0
ENSMUSG00000077783.1	0	0	0	0	0	0	0	0
ENSMUSG00000015002.18	2605	2505	2462	2533	3377	2810	11156	3476
ENSMUSG00000092495.1	6	6	10	6	8	7	35	13
ENSMUSG00000015001.17	4	5	5	3	5	4	14	4
ENSMUSG00000072511.3	0	0	0	0	1	0	0	0
ENSMUSG00000092454.1	0	0	0	0	0	0	0	0
ENSMUSG00000056258.9	2	0	2	2	0	0	4	4
ENSMUSG00000099013.1	0	0	0	0	0	0	0	0
ENSMUSG00000099054.1	0	0	0	1	0	0	0	0
ENSMUSG00000115784.1	1	0	0	0	0	0	0	0
ENSMUSG00000115351.1	0	1	0	0	0	0	0	0
ENSMUSG00000022375.6	0	0	0	1	0	0	0	0
ENSMUSG00000036944.6	709	724	639	723	793	695	2636	835
ENSMUSG00000072501.5	5157	4930	5313	5671	7303	6542	27036	8030
ENSMUSG00000053469.14	14	16	16	14	9	4	27	11
ENSMUSG00000090464.1	0	0	0	0	1	0	0	0
ENSMUSG00000022372.14	103	107	106	109	82	82	489	70
ENSMUSG00000005124.10	103	114	151	98	404	359	1536	412
ENSMUSG00000005125.13	7625	8504	7582	5532	6650	7066	30258	6752
ENSMUSG00000091479.1	0	0	0	0	0	0	0	0
ENSMUSG00000091412.1	44	45	36	21	18	32	127	22
ENSMUSG00000116289.1	2	0	2	1	2	1	6	1
ENSMUSG00000013846.10	5194	5517	4860	3868	3616	3989	16513	4070
ENSMUSG00000102069.1	3	2	3	4	1	1	1	1
ENSMUSG00000115875.1	0	0	0	0	0	0	0	0
ENSMUSG00000116519.1	0	0	0	1	0	0	0	0
ENSMUSG00000022335.17	213	255	269	214	315	225	962	302
ENSMUSG00000068397.4	0	0	0	0	0	0	0	0
ENSMUSG00000104324.1	133	103	180	270	113	118	393	128
ENSMUSG00000096967.3	157	124	181	245	165	116	466	144
ENSMUSG00000065476.2	1	0	1	1	0	1	1	0
ENSMUSG00000104116.1	382	346	440	443	339	347	1272	359
ENSMUSG00000093387.1	8	9	21	13	10	12	35	16
ENSMUSG00000065437.1	0	0	0	0	0	0	0	0
ENSMUSG00000116367.1	0	0	0	1	0	0	0	0
ENSMUSG00000096689.1	0	0	0	0	0	0	0	0
ENSMUSG00000116089.1	0	0	0	0	1	0	1	0
ENSMUSG00000116294.1	0	0	0	0	0	0	0	0
ENSMUSG00000115928.1	1	0	0	1	0	1	1	1
ENSMUSG00000069996.3	0	0	0	0	0	0	0	1
ENSMUSG00000022332.8	234	210	243	281	322	254	1122	308
ENSMUSG00000116092.1	1	2	2	2	1	1	5	1
ENSMUSG00000115935.1	0	0	0	0	0	0	0	0
ENSMUSG00000116167.1	0	0	0	0	0	0	0	0
ENSMUSG00000077502.1	0	0	0	0	0	0	0	0
ENSMUSG00000080689.1	0	0	0	0	0	0	0	0
ENSMUSG00000116483.1	0	1	0	0	2	0	0	1
ENSMUSG00000116398.1	0	0	0	1	0	0	3	1
ENSMUSG00000116449.1	0	0	0	0	0	0	0	0
ENSMUSG00000116168.1	0	0	0	0	0	0	0	0
ENSMUSG00000116191.1	0	0	0	0	0	0	1	0
ENSMUSG00000116355.1	0	0	1	0	0	0	2	0
ENSMUSG00000036800.8	3	3	0	4	1	0	0	1
ENSMUSG00000104552.1	0	0	0	0	0	0	0	0
ENSMUSG00000088895.1	0	0	0	0	0	0	0	0
ENSMUSG00000115868.1	19	7	11	9	15	7	31	15
ENSMUSG00000079022.10	9	18	11	14	10	9	56	18
ENSMUSG00000090237.1	0	0	0	0	0	0	0	0
ENSMUSG00000116068.1	0	0	0	0	0	0	0	0
ENSMUSG00000095129.1	0	1	1	0	0	0	1	1
ENSMUSG00000095149.1	0	0	0	0	0	0	0	0
ENSMUSG00000036760.7	1	0	0	0	0	1	7	3
ENSMUSG00000116088.1	5	1	2	0	1	0	6	2
ENSMUSG00000047921.17	964	1033	936	769	652	701	3351	749
ENSMUSG00000088364.2	1	2	1	2	0	0	3	1
ENSMUSG00000116314.1	0	1	0	3	2	0	6	0
ENSMUSG00000106847.1	6852	6520	6289	5193	4428	4843	23379	4533
ENSMUSG00000096173.2	0	1	2	1	0	0	1	0
ENSMUSG00000068391.8	347	429	413	332	390	398	1804	458
ENSMUSG00000036698.11	1621	1731	1902	1739	2512	2278	8931	2492
ENSMUSG00000022607.18	6147	5901	6339	6107	7793	7045	27442	8028
ENSMUSG00000115693.1	28	41	39	36	37	49	124	29
ENSMUSG00000065612.1	8	6	4	2	1	0	8	4
ENSMUSG00000088005.1	14	7	9	19	14	12	40	8
ENSMUSG00000115602.1	23	17	19	17	15	12	57	17
ENSMUSG00000115810.1	41	63	40	42	39	42	169	36
ENSMUSG00000116174.1	0	0	1	1	2	0	0	0
ENSMUSG00000115885.1	0	0	0	0	0	0	0	0
ENSMUSG00000036661.14	3527	4171	3528	2387	2045	1978	8180	2015
ENSMUSG00000079020.9	717	1005	588	498	1177	1419	5173	1274
ENSMUSG00000099958.1	1	2	1	4	1	0	5	0
ENSMUSG00000045281.5	203	162	168	115	62	37	166	53
ENSMUSG00000059895.13	4549	6693	5301	4662	4923	5229	24564	5668
ENSMUSG00000084493.1	6	4	8	7	5	2	14	7
ENSMUSG00000072487.11	23	23	39	22	13	17	65	12
ENSMUSG00000083380.1	0	0	0	0	0	0	0	0
ENSMUSG00000086361.1	0	2	2	1	0	1	2	0
ENSMUSG00000116256.1	0	0	0	0	0	0	0	0
ENSMUSG00000075609.3	0	0	0	0	0	0	1	0
ENSMUSG00000082585.3	0	0	0	0	0	0	0	0
ENSMUSG00000118581.1	0	0	0	0	0	0	0	0
ENSMUSG00000034730.17	0	3	0	1	1	0	0	1
ENSMUSG00000093340.1	0	0	0	0	0	0	0	0
ENSMUSG00000022603.9	0	1	0	0	0	0	0	0
ENSMUSG00000022602.14	598	687	1649	586	670	1325	5459	1070
ENSMUSG00000046380.3	290	259	224	201	130	110	460	145
ENSMUSG00000044276.2	5	3	3	4	0	2	13	3
ENSMUSG00000022598.6	1	1	0	0	0	0	4	0
ENSMUSG00000101983.1	0	0	0	0	0	0	0	0
ENSMUSG00000056665.2	120	149	101	50	53	49	155	60
ENSMUSG00000022596.3	12	18	14	17	9	3	7	8
ENSMUSG00000022595.7	1	0	0	1	0	1	0	1
ENSMUSG00000075605.3	0	0	0	0	2	0	1	0
ENSMUSG00000022594.14	881	748	780	738	423	379	1373	445
ENSMUSG00000034634.7	27	27	36	20	8	5	26	5
ENSMUSG00000101026.1	0	0	0	0	0	0	0	0
ENSMUSG00000091709.1	0	2	0	0	0	1	0	0
ENSMUSG00000044678.11	2	1	1	2	0	1	5	4
ENSMUSG00000068349.12	0	0	0	0	0	0	0	0
ENSMUSG00000068600.10	0	0	0	0	0	0	0	0
ENSMUSG00000075604.5	0	0	0	1	0	0	1	0
ENSMUSG00000022589.8	0	0	0	0	0	0	2	0
ENSMUSG00000063522.5	13	19	11	11	12	12	67	10
ENSMUSG00000100880.2	31	17	38	27	12	9	59	9
ENSMUSG00000116380.1	140	151	322	136	91	46	153	53
ENSMUSG00000099600.1	0	1	1	0	0	0	0	1
ENSMUSG00000022587.14	20513	22977	19845	17256	18923	15753	54396	18900
ENSMUSG00000022586.11	17	16	12	9	7	4	16	3
ENSMUSG00000101132.2	12	9	14	5	7	1	25	5
ENSMUSG00000103457.1	9	14	23	6	3	5	14	7
ENSMUSG00000075602.10	15292	16660	12685	12818	11301	7367	27508	9431
ENSMUSG00000100287.1	5	7	6	7	8	2	8	2
ENSMUSG00000101082.1	1	2	3	0	1	0	1	0
ENSMUSG00000079018.10	12943	15487	11382	9401	5066	3768	14586	3967
ENSMUSG00000099775.1	0	1	1	0	2	0	0	1
ENSMUSG00000099452.1	0	0	0	0	0	0	0	0
ENSMUSG00000022584.14	3	6	6	12	7	2	22	7
ENSMUSG00000102051.1	2	2	0	1	0	0	0	2
ENSMUSG00000022582.4	1	0	1	1	0	1	0	0
ENSMUSG00000101140.1	1	0	0	0	0	0	0	0
ENSMUSG00000047728.13	1	0	0	0	0	0	0	1
ENSMUSG00000068348.4	0	0	0	2	0	0	0	0
ENSMUSG00000100462.1	0	0	0	0	0	0	0	0
ENSMUSG00000022583.12	0	0	0	0	0	0	0	0
ENSMUSG00000099467.1	0	0	0	0	0	0	0	0
ENSMUSG00000101289.1	0	0	0	0	0	0	0	0
ENSMUSG00000099414.1	0	0	0	0	0	0	0	0
ENSMUSG00000101075.1	0	0	0	0	0	0	0	0
ENSMUSG00000100375.1	0	0	0	0	0	0	0	0
ENSMUSG00000102028.1	0	0	0	0	0	0	0	0
ENSMUSG00000053168.6	0	1	0	0	0	0	0	0
ENSMUSG00000093626.1	0	0	0	1	0	0	0	0
ENSMUSG00000116365.1	0	0	0	0	0	0	0	0
ENSMUSG00000116222.1	0	0	0	0	0	0	0	0
ENSMUSG00000116155.1	0	0	0	0	0	0	0	1
ENSMUSG00000022577.17	0	1	0	0	3	0	11	1
ENSMUSG00000022579.10	11533	13034	11098	8746	18375	23587	115787	23026
ENSMUSG00000047003.15	462	509	463	435	807	769	2257	1057
ENSMUSG00000115969.1	2	8	8	3	9	5	15	11
ENSMUSG00000099034.7	60	45	42	43	24	17	64	27
ENSMUSG00000000934.9	97	104	88	91	124	99	407	117
ENSMUSG00000085523.1	4	2	2	1	2	1	5	3
ENSMUSG00000022580.13	11	11	4	4	2	0	7	1
ENSMUSG00000047591.5	23	39	46	18	21	30	77	16
ENSMUSG00000075600.3	46	55	45	39	36	34	138	40
ENSMUSG00000077416.1	1	2	2	3	0	2	6	1
ENSMUSG00000098203.1	2	0	0	0	1	3	7	2
ENSMUSG00000022575.5	1470	1492	1260	1075	1109	732	3025	979
ENSMUSG00000098678.1	5	11	6	7	7	10	18	3
ENSMUSG00000022574.7	154	198	125	91	126	80	304	105
ENSMUSG00000055762.16	1324	1339	1383	1064	1396	1251	4930	1596
ENSMUSG00000103906.1	135	146	114	85	94	56	286	64
ENSMUSG00000022571.9	101	121	110	97	191	174	729	232
ENSMUSG00000022570.7	313	331	309	277	365	364	1725	478
ENSMUSG00000050846.9	466	465	446	432	418	363	1285	451
ENSMUSG00000116120.1	1	0	1	2	0	1	2	1
ENSMUSG00000034429.15	254	269	257	189	162	120	491	139
ENSMUSG00000098176.2	158	160	148	131	83	68	176	81
ENSMUSG00000063704.13	11	21	13	16	36	26	91	28
ENSMUSG00000046761.13	15	22	17	25	10	11	26	8
ENSMUSG00000102018.8	8	13	16	10	3	5	10	4
ENSMUSG00000089396.1	0	0	0	1	0	0	0	0
ENSMUSG00000022568.17	1143	1381	1209	811	968	1050	4039	1113
ENSMUSG00000098451.1	0	1	1	0	0	0	0	0
ENSMUSG00000002524.17	2357	2720	2452	1874	2729	2565	10773	2970
ENSMUSG00000115332.1	3	0	1	0	1	1	2	2
ENSMUSG00000075590.4	703	758	582	690	366	253	1119	293
ENSMUSG00000116288.1	2	1	1	4	1	2	5	2
ENSMUSG00000115388.2	5	4	1	4	1	1	8	1
ENSMUSG00000044361.16	0	1	1	1	0	1	3	0
ENSMUSG00000116475.1	0	0	0	0	0	0	0	0
ENSMUSG00000022565.15	9831	11415	9845	6297	9059	10517	45281	10643
ENSMUSG00000088128.1	2	0	3	0	2	1	6	2
ENSMUSG00000087899.1	0	0	1	0	0	0	2	0
ENSMUSG00000063268.12	1760	1903	1762	1276	1368	1288	5067	1414
ENSMUSG00000022564.7	1241	1520	1323	957	792	825	3868	859
ENSMUSG00000098625.1	0	0	0	0	1	0	0	0
ENSMUSG00000115946.2	0	3	1	0	1	0	2	1
ENSMUSG00000092920.1	0	0	0	0	0	0	0	0
ENSMUSG00000049653.5	1	4	2	0	0	0	4	0
ENSMUSG00000093169.1	1	0	0	0	0	0	0	0
ENSMUSG00000071724.5	45	55	31	17	22	22	98	31
ENSMUSG00000022562.15	443	516	428	327	221	167	1094	198
ENSMUSG00000034259.8	203	232	196	158	202	193	833	251
ENSMUSG00000022561.13	484	558	516	389	447	485	2028	564
ENSMUSG00000063875.6	6	1	0	11	4	3	6	3
ENSMUSG00000022551.8	1114	1187	1171	1027	1217	1201	5036	1304
ENSMUSG00000022552.16	818	789	762	612	755	745	3370	792
ENSMUSG00000022553.16	1840	1900	1713	1367	1367	1396	5869	1510
ENSMUSG00000109179.2	152	153	189	141	122	102	311	123
ENSMUSG00000022554.7	54	78	48	82	74	52	211	77
ENSMUSG00000060794.8	4	3	10	0	2	5	7	3
ENSMUSG00000022558.16	942	1093	961	899	815	677	3340	727
ENSMUSG00000099260.1	0	0	0	0	0	0	0	0
ENSMUSG00000022557.11	430	558	447	383	603	586	2423	677
ENSMUSG00000034161.8	19	24	19	30	18	13	57	22
ENSMUSG00000022556.11	1060	1208	1148	931	784	733	2606	890
ENSMUSG00000022555.12	646	673	670	643	534	478	1984	527
ENSMUSG00000048385.9	2	1	2	0	0	1	9	0
ENSMUSG00000116234.1	0	0	0	0	1	0	1	0
ENSMUSG00000116376.1	2	0	0	0	0	1	1	0
ENSMUSG00000022559.8	177	252	199	175	145	134	711	171
ENSMUSG00000022560.9	102	173	136	138	157	164	516	172
ENSMUSG00000022550.18	76	104	68	80	44	63	217	56
ENSMUSG00000116238.1	5	8	11	10	3	4	11	3
ENSMUSG00000116145.1	6	8	9	14	8	6	14	9
ENSMUSG00000034022.8	1455	1749	1564	1234	1355	1293	5027	1526
ENSMUSG00000063354.7	19	24	14	20	21	9	56	11
ENSMUSG00000115987.1	1198	1330	1179	895	1161	1105	4709	1201
ENSMUSG00000059323.14	58	60	81	84	153	135	360	174
ENSMUSG00000053929.17	1627	1817	1610	1374	1342	1146	4043	1280
ENSMUSG00000004187.11	196	211	179	157	64	36	150	33
ENSMUSG00000033837.5	0	2	1	4	1	0	1	0
ENSMUSG00000033819.16	243	321	244	207	260	263	1194	295
ENSMUSG00000022546.5	60	68	64	84	40	42	113	48
ENSMUSG00000019080.8	52	53	50	48	35	35	152	40
ENSMUSG00000033762.8	34	50	39	46	70	61	183	93
ENSMUSG00000033728.14	407	406	342	296	297	268	1172	345
ENSMUSG00000033707.9	5	6	10	6	3	0	7	3
ENSMUSG00000116138.1	128	183	111	71	100	89	338	98
ENSMUSG00000033697.16	121	161	169	162	91	81	325	90
ENSMUSG00000090429.3	3	0	6	7	0	1	2	1
ENSMUSG00000022526.8	390	370	352	328	339	263	985	383
ENSMUSG00000033669.8	306	277	306	232	264	185	669	302
ENSMUSG00000116024.1	0	0	0	0	0	0	0	0
ENSMUSG00000055041.8	2	4	3	1	6	3	21	10
ENSMUSG00000003970.9	5552	6570	6326	4027	5342	6532	29132	6635
ENSMUSG00000054967.7	83	123	94	90	77	63	221	87
ENSMUSG00000115920.1	0	0	0	0	0	0	1	3
ENSMUSG00000063236.6	296	345	309	303	510	472	2171	673
ENSMUSG00000116339.1	0	0	0	3	0	0	4	0
ENSMUSG00000116272.1	0	0	0	2	1	1	5	0
ENSMUSG00000018893.15	1072	1269	1058	1137	561	430	2171	476
ENSMUSG00000033576.12	37	38	45	24	36	22	114	37
ENSMUSG00000095245.1	0	1	0	0	1	0	0	0
ENSMUSG00000033565.18	3162	3144	3231	2930	3875	3199	12224	3786
ENSMUSG00000097267.2	124	104	93	99	121	102	419	141
ENSMUSG00000116298.1	77	61	63	80	68	49	161	63
ENSMUSG00000116185.1	181	131	146	188	174	98	349	124
ENSMUSG00000089242.1	19	8	25	21	14	15	34	11
ENSMUSG00000116413.1	3	2	2	9	0	1	4	1
ENSMUSG00000116284.1	1	2	2	1	0	1	4	0
ENSMUSG00000010601.14	1	1	0	0	0	0	0	2
ENSMUSG00000093458.1	0	0	0	1	0	0	0	0
ENSMUSG00000057346.12	7	15	5	8	11	8	39	15
ENSMUSG00000068252.6	0	0	0	0	0	0	0	0
ENSMUSG00000086467.2	0	0	0	0	0	0	0	0
ENSMUSG00000082233.2	0	0	0	1	0	0	1	0
ENSMUSG00000116292.1	0	0	0	0	0	0	0	0
ENSMUSG00000050982.13	0	0	0	0	0	0	0	0
ENSMUSG00000091650.2	0	0	0	1	0	0	3	0
ENSMUSG00000044309.8	6	1	3	6	0	0	2	2
ENSMUSG00000101113.1	0	0	0	0	0	0	0	0
ENSMUSG00000050014.8	1481	1479	1423	1562	1254	572	1220	866
ENSMUSG00000116079.1	4	3	2	0	1	0	4	3
ENSMUSG00000095704.2	3	2	6	2	1	1	2	2
ENSMUSG00000091694.9	29	24	21	43	4	4	36	7
ENSMUSG00000116383.1	0	0	0	0	0	0	0	0
ENSMUSG00000116356.1	0	0	0	0	0	0	0	0
ENSMUSG00000071716.5	2	3	1	2	2	3	9	1
ENSMUSG00000115926.1	0	0	0	0	0	3	2	0
ENSMUSG00000116438.1	0	0	0	0	1	0	1	1
ENSMUSG00000116162.1	0	0	0	0	0	0	0	0
ENSMUSG00000068246.6	29	24	24	16	29	23	98	22
ENSMUSG00000115979.1	15	19	34	14	64	84	300	77
ENSMUSG00000056656.6	40	37	98	51	142	220	883	174
ENSMUSG00000022443.17	27949	30360	30255	21014	48649	54722	237839	58258
ENSMUSG00000084497.1	28	30	46	46	52	59	214	45
ENSMUSG00000005354.16	240	333	296	320	278	230	957	294
ENSMUSG00000016552.13	38	56	52	35	23	17	99	26
ENSMUSG00000016554.9	948	972	919	709	1164	1190	4935	1221
ENSMUSG00000097057.1	41	54	60	41	63	45	220	87
ENSMUSG00000019146.2	0	0	1	0	0	1	2	0
ENSMUSG00000092375.1	0	0	0	0	0	0	0	0
ENSMUSG00000016637.7	153	196	166	134	142	128	657	201
ENSMUSG00000116697.1	1	1	2	1	1	2	2	0
ENSMUSG00000005716.16	0	0	0	1	0	0	2	1
ENSMUSG00000071715.12	12	18	20	18	13	21	78	22
ENSMUSG00000071714.7	50	72	89	64	74	71	381	132
ENSMUSG00000098996.1	0	0	0	0	0	0	0	0
ENSMUSG00000071713.6	88	92	117	90	225	199	1110	257
ENSMUSG00000099059.1	0	0	0	0	0	0	0	0
ENSMUSG00000070235.1	0	0	0	0	0	0	0	0
ENSMUSG00000062154.14	0	0	0	0	1	0	0	0
ENSMUSG00000116445.2	0	0	2	0	2	0	1	0
ENSMUSG00000044986.10	66	92	53	58	62	44	216	59
ENSMUSG00000071711.12	108	138	133	74	101	102	473	109
ENSMUSG00000115854.1	0	0	0	1	1	0	3	0
ENSMUSG00000033287.16	871	1122	964	889	1498	1630	7132	1769
ENSMUSG00000016942.6	51	30	43	43	25	28	114	38
